Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,image,360_image
Stealth 64 DRAM Windows v3.1 Driver Version 2.00,Software,"3.5"" Floppy Disk",System Utility,Driver,Stealth 64 DRAM Windows v3.1 Driver Version 2.00,,,,,,,,English,,,,,,,,,,,,,2014.1.177,,Deena Larsen,,,
Colorado Estate Planning Forms,Software,"3.5"" Floppy Disk",User Generated,Documents/Data,Colorado Estate Planning Forms,,,,,,,,English,1996,,,,,,,,,,,Windows,2014.1.178,,Deena Larsen,,,
Sound Blaster Creative Drivers Disk Installation Disk,Software,"3.5"" Floppy Disk",System Utility,Driver,Sound Blaster Creative Drivers Disk Installation Disk,,,,,,,,English,,,1200001301,,,,,,,,,,2014.1.179,,Deena Larsen,,,
Actiontec Utilities CD Ver 2.0,Software,"3.5"" Floppy Disk",System Utility,Driver,Actiontec Utilities CD Ver 2.0,,,,,,,,English,,,,,,,,,,,,,2014.1.180,,Deena Larsen,,,
Movies Hypercard Stack,Software,"3.5"" Floppy Disk",User Generated,Media,Movies Hypercard Stack,,,,,,,,English,,,,,,,,,,,,,2014.1.181,,Deena Larsen,Homemade disk,,
Palm Desktop Software and more,Software,"3.5"" Floppy Disk",System Utility,Driver,Palm Desktop Software and more,,,,,,,,English,,,,,,,,,,,,,2014.1.182,,Deena Larsen,,,
Macromedia Flash MX Advanced,Software,"3.5"" Floppy Disk",System Utility,Driver,Macromedia Flash MX Advanced,,,,,,,,English,,,,,,,,,,,,Windows/Macintosh,2014.1.183,,Deena Larsen,Includes Visual Quickpro Guide.,,
RIP_EM_OFF COPYER,Software,"5.25"" Floppy Disk",System Utility,Driver,RIP_EM_OFF COPYER,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.20,,Brad Feld,,,
DOS BOSS,Software,"5.25"" Floppy Disk",System Utility,Driver,DOS BOSS,,,,,,,,English,,,,,,,,,,,,,2014.1.21,,Brad Feld,,,
S-C ASSEMBLER 4.0,Software,"5.25"" Floppy Disk",System Utility,Assembler/Compiler,S-C ASSEMBLER 4.0,,,,,,,,English,,,,,,,,,,,,,2014.1.22,,Brad Feld,,,
Utility City,Software,"5.25"" Floppy Disk",System Utility,Driver,Utility City,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.23,,Brad Feld,,,
DATKIN5 PROGRAMMING AIDS,Software,"5.25"" Floppy Disk",System Utility,Programming,DATKIN5 PROGRAMMING AIDS,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.24,,Brad Feld,,,
TASC COMPILER,Software,"5.25"" Floppy Disk",System Utility,Assembler/Compiler,TASC COMPILER,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.25,,Brad Feld,,,
TED II ASSEMBLER,Software,"5.25"" Floppy Disk",System Utility,Assembler/Compiler,TED II ASSEMBLER,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.26,,Brad Feld,Standard,,
Hayden Assembler,Software,"5.25"" Floppy Disk",System Utility,Assembler/Compiler,Hayden Assembler,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.27,,Brad Feld,,,
AMPERGRAPH&DUMP,Software,"5.25"" Floppy Disk",User Generated,Documents/Data,AMPERGRAPH&DUMP,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.28,,Brad Feld,,,
Applewriter ][,Software,"5.25"" Floppy Disk",Productivity,Word Processing,Applewriter ][,,,,,,,,English,,,,,,,,,,,,,2014.1.29,,Brad Feld,,,
Beowulf/Ulysses,Software,"5.25"" Floppy Disk",User Generated,Documents/Data,Beowulf/Ulysses,,,,,,,,English,,,,,,,,,,,,,2014.1.30,,Brad Feld,,,
Goodspell -- Apple Writer Dictionary,Software,"5.25"" Floppy Disk",Productivity,Word Processing,Goodspell -- Apple Writer Dictionary,,,,,,,,English,,,,,,,,,,,,,2014.1.31,,Brad Feld,,,
3-D Supergraphics,Software,"5.25"" Floppy Disk",Creative,Design,3-D Supergraphics,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.32,,Brad Feld,,,
B-C Macro Assembler,Software,"5.25"" Floppy Disk",System Utility,Assembler/Compiler,B-C Macro Assembler,,,,,,,,English,,,,,,,,,,,,,2014.1.33,,Brad Feld,,,
Lawrence Hall of Science,Software,"5.25"" Floppy Disk",Game,Educational,Lawrence Hall of Science,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.34,,Brad Feld,,,
GRAFTRIX,Software,"5.25"" Floppy Disk",System Utility,Driver,GRAFTRIX,,,,,,,,English,,,,,,,,,,,,,2014.1.35,,Brad Feld,,,
Utility City,Software,"5.25"" Floppy Disk",System Utility,Driver,Utility City,,,,,,,,English,,,,,,,,,,,,,2014.1.36,,Brad Feld,,,
Magic Window,Software,"5.25"" Floppy Disk",Game,,Magic Window,,,,,,,,English,,,,,,,,,,,,,2014.1.37,,Brad Feld,,,
Character Set Generator Product Disk Multipass And 7x9,Software,"5.25"" Floppy Disk",System Utility,Driver,Character Set Generator Product Disk Multipass And 7x9,,,,,,,,English,,,,,,,,,,,,,2014.1.38,,Brad Feld,,,
Superscribe Word Processor,Software,"5.25"" Floppy Disk",Productivity,Word Processing,Superscribe Word Processor,,,,,,,,English,,,,,,,,,,,,,2014.1.39,,Brad Feld,,,
Lab Billing -- Apple II Program Development Disk,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Lab Billing -- Apple II Program Development Disk,,,,,,,,English,,,,,,,,,,,,,2014.1.40,,Brad Feld,,,
Master Character Set Disk 1 Multipass - 350 Series Backup,Software,"5.25"" Floppy Disk",System Utility,Driver,Master Character Set Disk 1 Multipass - 350 Series Backup,,,,,,,,English,,,,,,,,,,,,,2014.1.41,,Brad Feld,,,
Master Character Set Disk 2 Multipass - 350 Series Backup,Software,"5.25"" Floppy Disk",System Utility,Driver,Master Character Set Disk 2 Multipass - 350 Series Backup,,,,,,,,English,,,,,,,,,,,,,2014.1.42,,Brad Feld,,,
Master Character Set Disk 3 Multipass - 350 Series Backup,Software,"5.25"" Floppy Disk",System Utility,Driver,Master Character Set Disk 3 Multipass - 350 Series Backup,,,,,,,,English,,,,,,,,,,,,,2014.1.43,,Brad Feld,,,
Charpen Documentation Master,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Charpen Documentation Master,,,,,,,,English,,,,,,,,,,,,,2014.1.44,,Brad Feld,,,
PRINTSTATION PRINTERTEST,Software,"5.25"" Floppy Disk",System Utility,Driver,PRINTSTATION PRINTERTEST,,,,,,,,English,,,,,,,,,,,,,2014.1.47,,Brad Feld,,,
Endocrine Associates Lab Billing Program Master Disk,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Endocrine Associates Lab Billing Program Master Disk,,,,,,,,English,,,,,,,,,,,,,2014.1.48,,Brad Feld,,,
ASCII EXPRESS “The Pro”,Software,"5.25"" Floppy Disk",System Utility,Driver,ASCII EXPRESS “The Pro”,,,,,,,,English,,,,,,,,,,,,,2014.1.49,,Brad Feld,,,
Simple Accounting - 5/4/88 Upgrade,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Simple Accounting - 8/4/88 Upgrade on Feld Technologies Disk,Simple Accounting,,,Feld Technologies,Feld Technologies,,Feld Technologies,English,5/4/88,,,,,,,,,,,,2014.1.5,,Brad Feld,,,
Medical Office Management System #1,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Medical Office Management System #1,,,,,,,,English,,,,,,,,,,,,,2014.1.50,,Brad Feld,,,
Z80 Softcard System Master,Software,"5.25"" Floppy Disk",System Utility,Driver,Z80 Softcard System Master,,,,,,,,English,,,,,,,,,,,,,2014.1.51,,Brad Feld,,,
Apple Project Manager,Software,"5.25"" Floppy Disk",Productivity,Organizational,Apple Project Manager,,,,,,,,English,,,,,,,,,,,,,2014.1.52,,Brad Feld,,,
Tax Preparer,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Tax Preparer,,,,,,,,English,,,,,,,,,,,,,2014.1.53,,Brad Feld,,,
Home Accountant Program Disk,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Home Accountant Program Disk,,,,,,,,English,,,,,,,,,,,,,2014.1.54,,Brad Feld,,,
Home Accountant Data Disk,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Home Accountant Data Disk,,,,,,,,English,,,,,,,,,,,,,2014.1.55,,Brad Feld,,,
E-Z Draw 3.3,Software,"5.25"" Floppy Disk",Creative,Design,E-Z Draw 3.3,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.56,,Brad Feld,,,
Complete Graphics System,Software,"5.25"" Floppy Disk",Creative,Design,Complete Graphics System,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.57,,Brad Feld,,,
Complete Graphics System,Software,"5.25"" Floppy Disk",Creative,Design,Complete Graphics System,,,,,,,,English,,,,,,,,,,,,,2014.1.58,,Brad Feld,,,
Graphics Magician,Software,"5.25"" Floppy Disk",Creative,Design,Graphics Magician,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.59,,Brad Feld,,,
Feld Technologies - Simple Accounting Upgrade 5/23/88,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,Simple Accounting Upgrade 5/23/88,,,,Feld Technologies,Feld Technologies,,Feld Technologies,English,1988,,,,,,,,,,,,2014.1.6,,Brad Feld,,,
Call Apple in Depth (Applesoft),Software,"5.25"" Floppy Disk",System Utility,,Call Apple in Depth (Applesoft),,,,,,,,English,,,,,,,,,,,,,2014.1.60,,Brad Feld,,,
FORTRAN-80,Software,"5.25"" Floppy Disk",System Utility,Programming,FORTRAN-80,,,,,,,,English,,,,,,,,,,,,,2014.1.61,,Brad Feld,,,
COBOL-80.2,Software,"5.25"" Floppy Disk",System Utility,Programming,COBOL-80.2,,,,,,,,English,,,,,,,,,,,,,2014.1.62,,Brad Feld,,,
APPLE LOGO,Software,"5.25"" Floppy Disk",System Utility,Programming,APPLE LOGO,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.64,,Brad Feld,Disk No. - P,,
DI Lab Billing Prep. Master Disk (DI) 8/6/86,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,DI Lab Billing Prep. Master Disk (DI) 8/6/86,,,,,,,,English,1986,,,,,,,,,,,,2014.1.65,,Brad Feld,,,
DOS TOOL KIT,Software,"5.25"" Floppy Disk",System Utility,Driver,DOS TOOL KIT,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.67,,Brad Feld,,,
System Master,Software,"5.25"" Floppy Disk",System Utility,Operating System,System Master,,,,,,,,English,,,,,,,,,,,,,2014.1.68,,Brad Feld,,,
VET #1 Backup,Software,"5.25"" Floppy Disk",User Generated,Documents/Data,VET #1 Backup,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.69,,Brad Feld,,,
Feld Technologies - “Brad -- Transfer”,Software,"5.25"" Floppy Disk",System Utility,Driver,“Brad -- Transfer”,,,,Feld Technologies,Feld Technologies,,Feld Technologies,English,,,,,,,,,,,,,2014.1.7,,Brad Feld,,,
PFS,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,PFS,,,,,,,,English,,,$5.25,,,,,,,,,DOS 3.3,2014.1.70,,Brad Feld,,,
Disk Organizer,Software,"5.25"" Floppy Disk",Productivity,Organizational,Disk Organizer,,,,,,,,English,,,,,,,,,,,,,2014.1.71,,Brad Feld,,,
DEADONE,Software,"5.25"" Floppy Disk",System Utility,Driver,DEADONE,,,,,,,,English,,,,,,,,,,,,,2014.1.73,,Brad Feld,,,
SYS.MAINPROG,Software,"5.25"" Floppy Disk",System Utility,Driver,SYS.MAINPROG,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.74,,Brad Feld,,,
System Master,Software,"5.25"" Floppy Disk",System Utility,Driver,System Master,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.75,,Brad Feld,,,
System Master,Software,"5.25"" Floppy Disk",System Utility,Driver,System Master,,,,,,,,English,,,,,,,,,,,,DOS 3.3,2014.1.76,,Brad Feld,,,
Z80 Master,Software,"5.25"" Floppy Disk",System Utility,Driver,Z80 Master,,,,,,,,English,,,,,,,,,,,,CP/M,2014.1.77,,Brad Feld,,,
Diagnostics -- Niffon,Software,"5.25"" Floppy Disk",System Utility,Diagnostic Tool,Diagnostics -- Niffon,,,,,,,,English,,,,,,,,,,,,,2014.1.78,,Brad Feld,,,
Disk Organizer,Software,"5.25"" Floppy Disk",Productivity,Organizational,Disk Organizer,,,,,,,,English,,,,,,,,,,,,,2014.1.79,,Brad Feld,,,
“DAC Report”,Software,"5.25"" Floppy Disk",User Generated,Documents/Data,“DAC Report”,,,,,,,,English,,,,,,,,,,,,,2014.1.8,,Brad Feld,Handwritten title only,,
B.I.T.S.,Software,"5.25"" Floppy Disk",Productivity,Business/Financial,B.I.T.S.,,,,,,,,English,,,,,,,,,,,,,2014.1.80,,Brad Feld,,,
pac rabbit,Software,Cassette,Game,Puzzle,pac rabbit,,,,Timex,Timex,,Timex,English,1983,,#Z108,,,,,,,,,Timex ZX81,2014.1.82,,Gary and Colleen Rynearson,,,
The Organizer,Software,Cassette,Productivity,Organizational,The Organizer,,,,Timex,Timex,,Timex,English,1982,,03-2000,,,,,,,,,Timex ZX82,2014.1.83,,Gary and Colleen Rynearson,,,
“Friday”,Software,"5.25"" Floppy Disk",Game,,“Friday”,,,,,,,,English,,,,,,,,,,,,,2014.1.9,,Brad Feld,,,
Skyfox,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Skyfox,,,,Electronic Arts,Ray Tobey,,Electronic Arts,English,1985,,104402,,,,,,,,,"Commodore 64, Commodore 128",2014.10.01,,Keith Moore,,,
Defender of the Crown,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Defender of the Crown,,,,Master Designer Software,Kellyn Beck,,Mindscape,English,1987,,1850,,,,,,,,,"Commodore 64, Commodore 128",2014.10.02,,Keith Moore,,,
Lode Runner,Software,"5.25"" Floppy Disk",Game,Racer,Lode Runner,,,,Broderbund,Douglas E. Smith,,Broderbund,English,1983,,L487 K 7711,,,,,,,,,"Commodore 64, Commodore 128",2014.10.03,,Keith Moore,,,
Raid on Bungeling Bay,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Raid on Bungeling Bay,,,,Broderbund,Will Wright,,Broderbund,English,1984,,A31832563,,,,,,,,,"Commodore 64, Commodore 128",2014.10.04,,Keith Moore,,,
Karateka,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Karateka,,,,Broderbund,Jordan Mechner,,Broderbund,English,1984,,G37506A 224 1,,,,,,,,,"Commodore 64, Commodore 128",2014.10.05,,Keith Moore,,,
Silent Service: The Submarine Simulation,Software,"5.25"" Floppy Disk",Game,Simulation,The Submarine Simulation,,,,MicroProse,Sid Meier,,MicroProse,English,1985,,,,,,,,,,,"Commodore 64, Commodore 128",2014.10.06,,Keith Moore,,,
Top Gun,Software,"5.25"" Floppy Disk",Game,Action-Adventure,Top Gun,,,,Ocean Software,Jon Woods,,Thunder Mountain,English,1987,,1819,,,,,,,,,"Commodore 64, Commodore 128",2014.10.07,,Keith Moore,,,
Winter Games,Software,"5.25"" Floppy Disk",Game,Sports,Winter Games,,,,"Epyx, Inc.",,,"Epyx, Inc.",English,1985,,0TD4005/261,,,,,,,,,"Commodore 64, Commodore 128",2014.10.17,,Keith Moore,,,
Epyx Sports Preview Disk,Software,"5.25"" Floppy Disk",Game,Sports,Epyx Sports Preview Disk,,,,"Epyx, Inc.",,,"Epyx, Inc.",English,1985,,282DG333CG,,,,,,,,,"Commodore 64, Commodore 128",2014.10.18,,Keith Moore,,,
Entertainment Trivia,Software,"5.25"" Floppy Disk",Game,Puzzle,Entertainment Trivia,,,,BCI Software,,,BCI Software,English,,,T44412,,,,,,,,,"Commodore 64, Commodore 128",2014.10.19,,Keith Moore,,,
myDiskLabeler,Software,"3.5"" Floppy Disk",Productivity,Word Processing,myDiskLabeler Version 2.9/1,,,,Williams & Macias,,,Williams & Macias,English,1987,,14852,,,,,,,,,Apple,2014.10.20,,Keith Moore,,,
RAM Doubler,Software,"3.5"" Floppy Disk",System Utility,System Enhancement,RAM Doubler,,,,Connectix,,,Connectix,English,1994,,0M62333,,,,,,,,,PC,2014.10.21,,Keith Moore,,,
Be OS Release 3,Software,"3.5"" Floppy Disk",System Utility,Operating System,Be OS Release 3,,,,Be,,,Be,English,1999,,,,,,,,,,,PC,2014.10.22.01,,Keith Moore,"In original packaging. Includes CDs for Be OS Release 3 for Intel Pentium, Be OS 4.5, and Preview Release, as well as Be OS Release 3 for Intel Pentium floppy disk (2014.10.22.02); Be OS Release 4.5 floppy disk (2014.10.22.03); User-generated “Be OS Boot #1 Partition Magic Boot Disk” floppy disk (2014.10.22.04); and User-generated “Be OS Boot #2 Be PMagic, Type BePM” floppy disk (2014.10.22.05)",,
CardWare,Software,"5.25"" Floppy Disk",System Utility,Driver,CardWare,,,,Hi Tech Expressions,,,Hi Tech Expressions,English,1986,,J448 J 921 F,,,,,,,,,"Commodore 64, Commodore 128",2014.10.32,,Keith Moore,In original packaging,,
Visible Solar System,Software,Cartridge,Game,Educational,Visible Solar System,,,,Commodore International,,,Commodore International,English,1982,,,,,,,,,,,"Commodore 64, Commodore 128",2014.10.33,,Don Witte,,,
WinFax Pro 8.0,Software,CD-ROM,System Utility,Networking,WinFax Pro 8.0,,,,Symantec Corporation,,,Symantec Corporation,English,1997,$99,,,,,,,,,,PC,2015.02.02,,Museum of Computer Culture,,,
Smart Array 5300 Controller Support Software,Software,CD-ROM,System Utility,System Enhancement,Smart Array 5300 Controller Support Software,,,,Compaq,,,Compaq,English,2004,,158938-006,,,,,,,,,PC,2015.02.03,,Museum of Computer Culture,in original packaging,,
"Intel EtherExpress 16, 16TP and 16C",Software,CD-ROM,System Utility,Networking,"Intel EtherExpress 16, 16TP and 16C",,,,Intel,,,Intel,English,1998,,308566-004,,,,,,,,,PC,2015.02.04,,Museum of Computer Culture,In original packaging. Collection includes duplicates 2015.02.05 and 2015.02.06,,
MapLinx 4.0,Software,"3.5"" Floppy Disk",Productivity,Mapping,MapLinx 4.0,,,,MapLinx Corporation,,,MapLinx,English,1996,,30-0207,,,,,,,,,PC,2015.02.07,,Museum of Computer Culture,,,
PC/MacNET,Software,"3.5"" Floppy Disk",Productivity,Mapping,PC/MacNET,,,,Connect Inc.,,,Connect Inc.,English,1988,$75,701395,,,,,,,,,PC,2015.02.08,,Museum of Computer Culture,,,
Microsoft Windows NT,Software,"3.5"" Floppy Disk",System Utility,Operating System,Microsoft Windows NT,,,,Microsoft,,,Microsoft,English,1996,,227-01011,,,,,,,,,PC,2015.02.09,,Museum of Computer Culture,CD-ROM missing,,
Adobe PageMaker 7.0,Software,CD-ROM,Creative,Design,Adobe PageMaker 7.0,,,,Adobe,,,Adobe,English,2001,$499,27530363,,,,,,,,,PC,2015.02.10,,Museum of Computer Culture,,,
Adobe Photoshop 7.0 Upgrade,Software,CD-ROM,Creative,Design,Adobe Photoshop 7.0 Upgrade,,,,Adobe,,,Adobe,English,2002,$149,23101603,,,,,,,,,PC,2015.02.11,,Museum of Computer Culture,,,
Smart Survey 5.2,Software,"3.5"" Floppy Disk",Productivity,Data Management,Smart Survey 5.2,,,,"American Institute for Financial Research, Inc.",,,"American Institute for Financial Research, Inc.",English,1995,,441003052,,,,,,,,,PC,2015.02.12,,Museum of Computer Culture,,,
Internet Explorer 4.0,Software,CD-ROM,Productivity,Web Browser,Internet Explorer 4.0,,,,Microsoft,,,Microsoft,English,1997,Free,1.031.0023-00,,,,,,,,,PC,2015.02.13,,Museum of Computer Culture,,,
HP DeskJet 1600C and 1600 CM Printer Control Panel,Software,"3.5"" Floppy Disk",System Utility,Driver,HP DeskJet 1600C and 1600 CM Printer Control Panel,,,,Hewlett-Packard,,,Hewlett-Packard,English,1995,,C3540-10003,,,,,,,,,PC,2015.02.16,,Museum of Computer Culture,,,
HP DeskJet PCL Printer Software,Software,"3.5"" Floppy Disk",System Utility,Driver,HP DeskJet PCL Printer Software,,,,Hewlett-Packard,,,Hewlett-Packard,English,1996,,C3540-10228,,,,,,,,,PC,2015.02.17,,Museum of Computer Culture,,,
Enterprise System CD Revision 1.1,Software,CD-ROM,System Utility,Driver,Enterprise System CD Revision 1.1,,,,Gateway 2000,,,Gateway 2000,English,1997,,759-00402,,,,,,,,,PC,2015.02.18,,Museum of Computer Culture,,,
Intel NetportExpress PRO/100 Print Server,Software,CD-ROM,System Utility,Driver,Intel NetportExpress PRO/100 Print Server,,,,Intel,,,Intel,English,1997,,656371-001,,,,,,,,,PC,2015.02.19,,Museum of Computer Culture,,,
Corel Draw 5,Software,"3.5"" Floppy Disk",Creative,Design,Corel Draw 5,,,,Corel,,,Corel,English,1994,,SAT4501052694,,,,,,,,,PC,2015.02.20,,Museum of Computer Culture,Also includes Corel Professional Photo Sampler CD-ROM. Collection also includes duplicates of all of the 3-½ inch disks and the Corel Draw CD-ROM,,
Adobe PageMaker 6.0,Software,"3.5"" Floppy Disk",Creative,Design,Adobe PageMaker 6.0,,,,Adobe,,,Adobe,English,1995,,2972317,,,,,,,,,PC,2015.02.22,,Museum of Computer Culture,,,
Adobe Illustrator,Software,"3.5"" Floppy Disk",Creative,Design,Adobe Illustrator 4.1,,,,Adobe,,,Adobe,English,1992,,2971684,,,,,,,,,PC,2015.02.24,,Museum of Computer Culture,,,
Adobe Streamline 3.0,Software,"3.5"" Floppy Disk",Creative,Design,Adobe Streamline 3.0,,,,Adobe,,,Adobe,English,1993,,0299 5047,,,,,,,,,PC,2015.02.25,,Museum of Computer Culture,,,
Adobe Type Manager 3.02,Software,"3.5"" Floppy Disk",Creative,Design,Adobe Type Manager 3.02,,,,Adobe,,,Adobe,English,,,0297 0032,,,,,,,,,PC,2015.02.26,,Museum of Computer Culture,,,
Quicken 4.0,Software,"3.5"" Floppy Disk",Productivity,Business/Financial,Quicken 4.0,,,,Intuit,,,Intuit,English,1990,,0K26A005,,,,,,,,,PC,2015.02.27,,Museum of Computer Culture,,,
Microsoft Office & Bookshelf,Software,CD-ROM,Productivity,Word Processing,Microsoft Office & Bookshelf,,,,Microsoft,,,Microsoft,English,1996,,0596 36656,,,,,,,,,PC,2015.02.28,,Museum of Computer Culture,,,
Corel Draw 5,Software,"3.5"" Floppy Disk",Creative,Design,Corel Draw 5,,,,Corel Corporation,,,Corel Corporation,English,1993,,DL003-E50,,,,,,,,,PC,2015.02.29,,Museum of Computer Culture,Includes a sampler CD for Corel Photos,,
Microsoft Word 6.0,Software,"3.5"" Floppy Disk",Productivity,Word Processing,Accel Graphics 6.0,,,,Microsoft,,,Microsoft,English,1993,,,,,,,,,,,PC,2015.02.30,,Museum of Computer Culture,,,
Quicken 5.0,Software,"3.5"" Floppy Disk",Productivity,Business/Financial,Quicken 5.0,,,,Intuit,,,Intui,English,1995,,47541,,,,,,,,,PC,2015.02.31,,Museum of Computer Culture,,,
ArcView GIS 3.2a,Software,CD-ROM,Productivity,Mapping,ArcView GIS 3.2a,,,,ESRI,,,ESRI,English,1992,,84458,,,,,,,,,PC,2015.02.32,,Museum of Computer Culture,,,
